ACEH	1	ACEH TIMUR	671	jokowi-jk	BANDA ALAM	1731
ACEH	1	ACEH TIMUR	671	prabowo-hatta	PEUDAWA	1637
ACEH	1	ACEH TIMUR	671	jokowi-jk	PEUDAWA	1673
ACEH	1	ACEH TIMUR	671	prabowo-hatta	PEUREULAK TIMUR	1391
ACEH	1	ACEH TIMUR	671	jokowi-jk	PEUREULAK TIMUR	2678
ACEH	1	ACEH TIMUR	671	prabowo-hatta	PEUREULAK BARAT	2282
ACEH	1	ACEH TIMUR	671	jokowi-jk	PEUREULAK BARAT	2048
ACEH	1	ACEH TIMUR	671	prabowo-hatta	SUNGAI RAYA	1477
ACEH	1	ACEH TIMUR	671	jokowi-jk	SUNGAI RAYA	1872
ACEH	1	ACEH TIMUR	671	prabowo-hatta	SIMPANG JERNIH	1300
ACEH	1	ACEH TIMUR	671	jokowi-jk	SIMPANG JERNIH	544
ACEH	1	ACEH TIMUR	671	prabowo-hatta	DARUL IHSAN	1155
ACEH	1	ACEH TIMUR	671	jokowi-jk	DARUL IHSAN	1195
ACEH	1	ACEH TIMUR	671	prabowo-hatta	DARUL FALAH	442
ACEH	1	ACEH TIMUR	671	jokowi-jk	DARUL FALAH	1084
ACEH	1	ACEH TIMUR	671	prabowo-hatta	IDI TIMUR	824
ACEH	1	ACEH TIMUR	671	jokowi-jk	IDI TIMUR	1153
ACEH	1	ACEH TIMUR	671	prabowo-hatta	INDRA MAKMU	4063
ACEH	1	ACEH TIMUR	671	jokowi-jk	INDRA MAKMU	1733
ACEH	1	ACEH TIMUR	671	prabowo-hatta	MADAT	3393
ACEH	1	ACEH TIMUR	671	jokowi-jk	MADAT	3941
ACEH	1	ACEH TIMUR	671	prabowo-hatta	JULOK	3589
ACEH	1	ACEH TIMUR	671	jokowi-jk	JULOK	4736
ACEH	1	ACEH TIMUR	671	prabowo-hatta	IDI RAYEUK	5577
ACEH	1	ACEH TIMUR	671	jokowi-jk	IDI RAYEUK	5106
ACEH	1	ACEH TIMUR	671	prabowo-hatta	BIREM BAYEUN	8471
ACEH	1	ACEH TIMUR	671	jokowi-jk	BIREM BAYEUN	3382
ACEH	1	ACEH TIMUR	671	prabowo-hatta	SERBAJADI	1893
ACEH	1	ACEH TIMUR	671	jokowi-jk	SERBAJADI	1267
ACEH	1	ACEH TIMUR	671	prabowo-hatta	NURUSSALAM	2570
ACEH	1	ACEH TIMUR	671	jokowi-jk	NURUSSALAM	3702
ACEH	1	ACEH TIMUR	671	prabowo-hatta	PEUREULAK	4870
ACEH	1	ACEH TIMUR	671	jokowi-jk	PEUREULAK	6850
ACEH	1	ACEH TIMUR	671	prabowo-hatta	RANTAU SELAMAT	1835
ACEH	1	ACEH TIMUR	671	jokowi-jk	RANTAU SELAMAT	1942
ACEH	1	ACEH TIMUR	671	prabowo-hatta	SIMPANG ULIM	2492
ACEH	1	ACEH TIMUR	671	jokowi-jk	SIMPANG ULIM	2775
ACEH	1	ACEH TIMUR	671	prabowo-hatta	RANTAU PEUREULAK	5339
ACEH	1	ACEH TIMUR	671	jokowi-jk	RANTAU PEUREULAK	3238
ACEH	1	ACEH TIMUR	671	prabowo-hatta	PANTE BIDARI	2626
ACEH	1	ACEH TIMUR	671	jokowi-jk	PANTE BIDARI	4052
ACEH	1	ACEH TIMUR	671	prabowo-hatta	PEUNARON	2315
ACEH	1	ACEH TIMUR	671	jokowi-jk	PEUNARON	1801
ACEH	1	ACEH UTARA	3205	prabowo-hatta	BAKTIYA	7176
ACEH	1	ACEH UTARA	3205	jokowi-jk	BAKTIYA	6433
ACEH	1	ACEH UTARA	3205	prabowo-hatta	NISAM	4535
ACEH	1	ACEH UTARA	3205	jokowi-jk	NISAM	1928
ACEH	1	ACEH UTARA	3205	prabowo-hatta	COT GIREK	6352
ACEH	1	ACEH UTARA	3205	jokowi-jk	COT GIREK	2450
ACEH	1	ACEH UTARA	3205	prabowo-hatta	LANGKAHAN	4194
ACEH	1	ACEH UTARA	3205	jokowi-jk	LANGKAHAN	3819
ACEH	1	ACEH UTARA	3205	prabowo-hatta	BAKTIYA BARAT	2948
ACEH	1	ACEH UTARA	3205	jokowi-jk	BAKTIYA BARAT	3224
ACEH	1	ACEH UTARA	3205	prabowo-hatta	PAYA BAKONG	2984
ACEH	1	ACEH UTARA	3205	jokowi-jk	PAYA BAKONG	2449
ACEH	1	ACEH UTARA	3205	prabowo-hatta	NIBONG	2514
ACEH	1	ACEH UTARA	3205	jokowi-jk	NIBONG	1675
ACEH	1	ACEH UTARA	3205	prabowo-hatta	SIMPANG KRAMAT	2801
ACEH	1	ACEH UTARA	3205	jokowi-jk	SIMPANG KRAMAT	1284
ACEH	1	ACEH UTARA	3205	prabowo-hatta	LAPANG	1181
ACEH	1	ACEH UTARA	3205	jokowi-jk	LAPANG	1280
ACEH	1	ACEH UTARA	3205	prabowo-hatta	PIRAK TIMUR	1775
ACEH	1	ACEH UTARA	3205	jokowi-jk	PIRAK TIMUR	1507
ACEH	1	ACEH UTARA	3205	prabowo-hatta	GEUREDONG PASE	1563
ACEH	1	ACEH UTARA	3205	jokowi-jk	GEUREDONG PASE	533
ACEH	1	ACEH UTARA	3205	prabowo-hatta	BANDA BARO	1705
ACEH	1	ACEH UTARA	3205	jokowi-jk	BANDA BARO	695
ACEH	1	ACEH UTARA	3205	prabowo-hatta	SAWANG	7866
ACEH	1	ACEH UTARA	3205	jokowi-jk	SAWANG	3931
ACEH	1	ACEH UTARA	3205	prabowo-hatta	T. JAMBO AYE	8477
ACEH	1	ACEH UTARA	3205	jokowi-jk	T. JAMBO AYE	6224
ACEH	1	ACEH UTARA	3205	prabowo-hatta	TANAH PASIR	1867
ACEH	1	ACEH UTARA	3205	jokowi-jk	TANAH PASIR	1472
ACEH	1	ACEH UTARA	3205	prabowo-hatta	DEWANTARA	8254
ACEH	1	ACEH UTARA	3205	jokowi-jk	DEWANTARA	4449
ACEH	1	ACEH UTARA	3205	prabowo-hatta	KUTA MAKMUR	6314
ACEH	1	ACEH UTARA	3205	jokowi-jk	KUTA MAKMUR	3703
ACEH	1	ACEH UTARA	3205	prabowo-hatta	LHOKSUKON	9549
ACEH	1	ACEH UTARA	3205	jokowi-jk	LHOKSUKON	7667
ACEH	1	ACEH UTARA	3205	prabowo-hatta	MATANGKULI	3872
ACEH	1	ACEH UTARA	3205	jokowi-jk	MATANGKULI	3445
ACEH	1	ACEH UTARA	3205	prabowo-hatta	MUARA BATU	5837
ACEH	1	ACEH UTARA	3205	jokowi-jk	MUARA BATU	2986
ACEH	1	ACEH UTARA	3205	prabowo-hatta	MEURAH MULIA	3965
ACEH	1	ACEH UTARA	3205	jokowi-jk	MEURAH MULIA	3782
ACEH	1	ACEH UTARA	3205	prabowo-hatta	SAMUDERA	6294
ACEH	1	ACEH UTARA	3205	jokowi-jk	SAMUDERA	3771
ACEH	1	ACEH UTARA	3205	prabowo-hatta	SEUNUDDON	6338
ACEH	1	ACEH UTARA	3205	jokowi-jk	SEUNUDDON	2800
ACEH	1	ACEH UTARA	3205	prabowo-hatta	SYAMTALIRA ARON	4374
ACEH	1	ACEH UTARA	3205	jokowi-jk	SYAMTALIRA ARON	3121
ACEH	1	ACEH UTARA	3205	prabowo-hatta	SYAMTALIRA BAYU	4800
ACEH	1	ACEH UTARA	3205	jokowi-jk	SYAMTALIRA BAYU	2801
ACEH	1	ACEH UTARA	3205	prabowo-hatta	TANAH LUAS	6213
