PAUH DUO,13671
SANGIR BALAI JANGGO,13676
SUNGAI BEREMAS,13682
LEMBAH MELINTANG,13684
PASAMAN,13686
TALAMAU,13690
KINALI,13694
GUNUNG TULEH,13697
RANAH BATAHAN,13700
KOTO BALINGKA,13703
SUNGAI AUA,13705
LUHAK NAN DUO,13707
SASAK RANAH PESISIA,13710
PADANG SELATAN,13713
PADANG TIMUR,13726
PADANG BARAT,13737
PADANG UTARA,13748
BUNGUS TELUK KABUNG,13756
LUBUK BEGALUNG,13763
LUBUK KILANGAN,13779
PAUH,13787
KURANJI,13797
NANGGALO,13807
KOTO TANGAH,13814
LUBUK SIKARAH,13829
TANJUNG HARAPAN,13837
LEMBAH SEGAR,13845
BARANGIN,13857
JAGONG JEGET,1386
SILUNGKANG,13868
TALAWI,13874
PADANG PANJANG TIMUR,13887
PADANG PANJANG BARAT,13896
GUGUAK PANJANG,13906
MANDIANGIN K. SELAYAN,13914
AUR BIRUGO TIGO BALEH,13924
PAYAKUMBUH BARAT,13934
KETOL,1394
PAYAKUMBUH UTARA,13966
PAYAKUMBUH TIMUR,13995
PARIAMAN TENGAH,14011
PARIAMAN UTARA,14034
PARIAMAN SELATAN,14052
PARIAMAN TIMUR,14069
TEBING TINGGI,14088
RANGSANG BARAT,14105
RANGSANG,14121
TEBING TINGGI BARAT,14135
MERBAU,14144
BANGKINANG,14167
KAMPAR,14172
TAMBANG,14185
KEBAYAKAN,1420
XIII KOTO KAMPAR,14200
KUOK,14214
SIAK HULU,14221
KAMPAR KIRI,14234
KAMPAR KIRI HILIR,14251
KAMPAR KIRI HULU,14266
TAPUNG,14288
TAPUNG HILIR,14313
TAPUNG HULU,14330
SALO,14344
RUMBIO JAYA,14351
BANGKINANG SEBERANG,14358
PERHENTIAN RAJA,14368
KAMPAR TIMUR,14373
KAMPAR UTARA,14380
KAMPAR KIRI TENGAH,14388
KUTE PANANG,1440
GUNUNG SAHILAN,14400
KOTO KAMPAR HULU,14407
RENGAT,14415
RENGAT BARAT,14434
KELAYANG,14453
PASIR PENYU,14472
PERANAP,14490
SIBERIDA,14503
BATANG CENAKU,14515
BATANG GANGSAL,14536
LIRIK,14547
KUALA CENAKU,14565
SUNGAI LALA,14576
LUBUK BATU JAYA,14589
CELALA,1459
RAKIT KULIM,14599
BATANG PERANAP,14619
BENGKALIS,14631
BANTAN,14652
BUKIT BATU,14662
MANDAU,14678
RUPAT,14694
RUPAT UTARA,14707
SIAK KECIL,14713
PINGGIR,14727
RETEH,14742
ENOK,14753
LAUT TAWAR,1476
KUALA INDRAGIRI,14766
TEMBILAHAN,14775
TEMPULING,14782
GAUNG ANAK SERKA,14790
MANDAH,14799
TRUMON,148
KATEMAN,14812
KERITANG,14821
TANAH MERAH,14835
BATANG TUAKA,14846
GAUNG,14858
TEMBILAHAN HULU,14870
KEMUNING,14875
PELANGIRAN,14887
TELUK BELENGKONG,14902
PULAU BURUNG,14916
JOHAN PAHWALAN,1493
CONCONG,14932
KEMPAS,14939
SUNGAI BATANG,14948
UKUI,14956
PANGKALAN KERINCI,14968
PANGKALAN KURAS,14977
PANGKALAN LESUNG,14995
LANGGAM,15006
PELALAWAN,15015
KERUMUTAN,15025
BUNUT,15036
TELUK MERANTI,15047
KUALA KAMPAR,15057
BANDAR SEI KIJANG,15068
BANDAR PETALANGAN,15074
UJUNG BATU,15088
ROKAN IV KOTO,15094
RAMBAH,15109
TAMBUSAI,15124
KEPENUHAN,15137
KUNTO DARUSSALAM,15148
KAWAY XVI,1515
RAMBAH SAMO,15162
RAMBAH HILIR,15177
TAMBUSAI UTARA,15191
BANGUN PURBA,15203
TANDUN,15211
KABUN,15221
BONAI DARUSSALAM,15228
PAGARAN TAPAH DARUSSALAM,15236
KEPENUHAN HULU,15242
PENDALIAN IV KOTO,15248
KUBU,15255
BANGKO,15271
TANAH PUTIH,15287
RIMBA MELINTANG,15301
BAGAN SINEMBAH,15314
PASIR LIMAU KAPAS,15338
SINABOI,15345
PUJUD,15350
TANAH PUTIH TANJUNG MELAWAN,15363
BANGKO PUSAKO,15369
SIMPANG KANAN,15383
BATU HAMPAR,15390
RANTAU KOPAR,15396
PEKAITAN,15401
SIAK,15413
SUNGAI APIT,15422
MINAS,15438
TUALANG,15444
SUNGAI MANDAU,15453
DAYUN,15463
KERINCI KANAN,15475
BUNGA RAYA,15488
KOTO GASIB,15499
KANDIS,15510
LUBUK DALAM,15521
SABAK AUH,15528
MEMPURA,15537
PUSAKO,15545
KUANTAN MUDIK,15554
KUANTAN TENGAH,15585
SUNGAI MAS,1559
SINGINGI,15612
KUANTAN HILIR,15626
CERENTI,15655
BENAI,15668
GUNUNGTOAR,15695
SINGINGI HILIR,15709
PANGEAN,15722
LOGAS TANAH DARAT,15737
INUMAN,15751
HULU KUANTAN,15763
WOYLA,1577
SUKAJADI,15776
PEKANBARU KOTA,15784
SAIL,15791
LIMA PULUH,15795
SENAPELAN,15800
RUMBAI,15807
BUKIT RAYA,15813
TAMPAN,15818
MARPOYAN DAMAI,15823
TENAYAN RAYA,15829
PAYUNG SEKAKI,15834
RUMBAI PESISIR,15839
DUMAI BARAT,15847
DUMAI TIMUR,15858
BUKIT KAPUR,15868
SUNGAI SEMBILAN,15874
MEDANG KAMPAI,15880
SUNGAIPENUH,15887
PESISIR BUKIT,15907
HAMPARAN RAWANG,15923
TANAH KAMPUNG,15937
KUMUN DEBAI,15951
GUNUNG RAYA,15962
DANAU KERINCI,15979
SITINJAU LAUT,15994
AIR HANGAT,16010
GUNUNG KERINCI,16033
BATANG MERANGIN,16045
KELILING DANAU,16060
KAYU ARO,16081
PASIE RAJA,161
AIR HANGAT TIMUR,16111
GUNUNG TUJUH,16128
SIULAK,16140
DEPATI TUJUH,16168
JANGKAT,16184
BANGKO,16196
MUARA SIAU,16205
SAMATIGA,1621
SUNGAI MANAU,16223
TABIR,16234
PAMENANG,16246
TABIR ULU,16261
TABIR SELATAN,16268
LEMBAH MASURAI,16276
BANGKO  BARAT,16292
NALO TATAN,16299
BATANG MASUMAI,16307
PAMENANG BARAT,16318
TABIR ILIR,16327
TABIR TIMUR,16335
RENAH PEMBARAP,16340
PANGKALAN JAMBU,16353
SUNGAI TENANG,16362
RENAH PAMENANG,16375
PAMENANG SELATAN,16380
MARGO TABIR,16385
TABIR LINTAS,16392
TABIR BARAT,16398
TIANG PUMPUNG,16413
BATANG ASAI,16421
LIMUN,16444
SAROLANGUN,16460
PAUH,16476
PELAWAN,16492
MANDIANGIN,16507
AIR HITAM,16528
BATHIN VIII,16539
BUBON,1654
SINGKUT,16556
CERMIN NAN GEDANG,16567
MERSAM,16577
MUARA TEMBESI,16594
MUARA BULIAN,16608
BATIN XXIV,16629
PEMAYUNG,16647
MARO SEBO ULU,16666
BAJUBANG,16681
MARO SEBO ILIR,16691
JAMBI LUAR KOTA,16700
SEKERNAN,16719
ARONGAN LAMBALEK,1672
KUMPEH,16736
MARO SEBO,16754
MESTONG,16767
KUMPEH ULU,16783
SUNGAI BAHAR,16801
SUNGAI GELAM,16813
BAHAR SELATAN,16840
TAMAN RAJO,16851
TUNGKAL ULU,16863
TUNGKAL ILIR,16871
PENGABUAN,16878
BETARA,16883
MERLUNG,16888
TEBING TINGGI,16897
BATANG ASAM,16903
RENAH MENDALUH,16910
MUARA PAPALIK,16917
SEBERANG KOTA,16923
BRAM ITAM,16928
KUALA BETARA,16933
SENYERANG,16938
MUARA SABAK TIMUR,16947
NIPAH PANJANG,16960
MENDAHARA,16971
RANTAU RASAU,16981
S A D U,16993
PANTE CEUREUMEN,1700
DENDANG,17003
MUARA SABAK BARAT,17011
KUALA JAMBI,17019
MENDAHARA ULU,17026
GERAGAI,17034
BERBAK,17044
TANAH TUMBUH,17052
RANTAU PANDAN,17064
PASAR MUARO BUNGO,17071
JUJUHAN,17077
TANAH SEPENGGAL,17086
PELEPAT,17097
LIMBUR LUBUK MENGKUANG,17111
MUKO-MUKO BATHIN VII,17126
PELEPAT ILIR,17135
BATIN II BABEKO,17153
BATHIN III,17159
BUNGO DANI,17168
RIMBO TENGAH,17174
BATHIN III ULU,17179
BATHIN II PELAYANG,17189
TANAH SEPENGGAL LINTAS,17195
JUJUHAN ILIR,17207
TEBO TENGAH,17216
TEBO ILIR,17229
TEBO ULU,17241
RIMBO BUJANG,17254
MEUREUBO,1726
SUMAY,17263
VII KOTO,17276
RIMBO ULU,17287
RIMBO ILIR,17294
TENGAH ILIR,17304
SERAI SERUMPUN,17310
VII KOTO ILIR,17319
MUARA TABIR,17325
TELANAIPURA,17334
JAMBI SELATAN,17346
JAMBI TIMUR,17356
PASAR JAMBI,17367
PELAYANGAN,17372
DANAU TELUK,17379
KOTA BARU,17385
JELUTUNG,17396
SOSOH BUAY RAYAP,17406
PENGANDONAN,17417
PENINJAUAN,17430
MUARA JAYA,17455
BATURAJA BARAT,17463
BATURAJA TIMUR,17476
ULU OGAN,17490
SEMIDANG AJI,17498
LUBUK BATANG,17520
WOYLA BARAT,1753
LENGKITI,17535
SINAR PENINJAUAN,17557
LUBUK RAJA,17564
TANJUNG LUBUK,17571
PEDAMARAN,17593
MESUJI,17608
KAYU AGUNG,17623
SIRAH PULAU PADANG,17649
TULUNG SELAPAN,17670
PAMPANGAN,17693
LEMPUING,17715
AIR SUGIHAN,17732
SUNGAI MENANG,17752
JEJAWI,17770
WOYLA TIMUR,1778
